0.000,0.000,0.604,0.000,0.750,0.000,1.586,0.000,16.135,0.000,19.075

lap,curlap_allocsummary,alllaps_allocsummary,curlap_allocupdate,alllaps_allocupdate,curlap_obssummary,alllaps_obssummary,curlap_obsupdate,alllaps_obsupdate,curlap_total,alllaps_total
1.000,0.013,0.617,0.014,0.763,0.045,1.631,0.296,16.431,0.368,19.442

2.000,0.013,0.630,0.016,0.780,0.044,1.675,0.363,16.793,0.436,19.878

3.000,0.010,0.641,0.014,0.793,0.043,1.718,0.380,17.174,0.447,20.326

4.000,0.023,0.664,0.016,0.809,0.056,1.774,0.384,17.558,0.479,20.805

5.000,0.021,0.685,0.015,0.824,0.042,1.816,0.296,17.854,0.374,21.179

6.000,0.016,0.701,0.013,0.837,0.047,1.863,0.346,18.200,0.422,21.601

7.000,0.019,0.720,0.012,0.849,0.043,1.906,0.330,18.530,0.405,22.005

8.000,0.018,0.738,0.016,0.865,0.047,1.953,0.348,18.878,0.429,22.434

9.000,0.018,0.756,0.016,0.881,0.041,1.995,0.345,19.223,0.420,22.855

10.000,0.018,0.774,0.013,0.894,0.038,2.033,0.393,19.616,0.462,23.317

11.000,0.020,0.794,0.013,0.907,0.047,2.080,0.328,19.944,0.409,23.725

12.000,0.017,0.811,0.017,0.924,0.041,2.121,0.386,20.330,0.461,24.186

13.000,0.012,0.823,0.014,0.938,0.040,2.161,0.371,20.701,0.438,24.624

14.000,0.014,0.837,0.015,0.953,0.035,2.196,0.305,21.006,0.369,24.993

15.000,0.013,0.850,0.013,0.966,0.038,2.234,0.340,21.347,0.405,25.397

16.000,0.019,0.869,0.015,0.981,0.047,2.281,0.367,21.714,0.449,25.846

17.000,0.020,0.889,0.013,0.994,0.036,2.317,0.310,22.024,0.379,26.225

18.000,0.015,0.904,0.013,1.007,0.040,2.358,0.286,22.310,0.354,26.579

19.000,0.013,0.917,0.015,1.023,0.043,2.401,0.323,22.632,0.394,26.973

20.000,0.022,0.939,0.014,1.037,0.063,2.464,0.455,23.087,0.554,27.527

21.000,0.017,0.956,0.012,1.049,0.038,2.502,0.332,23.420,0.400,27.927

22.000,0.014,0.971,0.014,1.062,0.041,2.543,0.330,23.749,0.398,28.325

23.000,0.017,0.988,0.015,1.077,0.038,2.581,0.296,24.045,0.366,28.692

24.000,0.017,1.005,0.017,1.094,0.050,2.631,0.345,24.390,0.429,29.121

25.000,0.018,1.023,0.011,1.105,0.047,2.678,0.324,24.714,0.400,29.521

26.000,0.017,1.040,0.012,1.117,0.046,2.724,0.349,25.063,0.424,29.945

27.000,0.021,1.061,0.013,1.130,0.040,2.764,0.344,25.407,0.418,30.363

28.000,0.017,1.078,0.017,1.147,0.044,2.809,0.291,25.698,0.369,30.732

29.000,0.018,1.096,0.016,1.163,0.041,2.850,0.338,26.036,0.413,31.145

30.000,0.016,1.112,0.014,1.178,0.041,2.891,0.342,26.377,0.413,31.558

31.000,0.012,1.124,0.015,1.193,0.041,2.932,0.371,26.748,0.439,31.997

32.000,0.017,1.141,0.015,1.208,0.057,2.990,0.400,27.148,0.489,32.486

33.000,0.012,1.153,0.015,1.223,0.041,3.031,0.329,27.478,0.397,32.884

34.000,0.018,1.171,0.015,1.238,0.041,3.072,0.298,27.775,0.372,33.256

35.000,0.019,1.190,0.012,1.250,0.041,3.113,0.304,28.079,0.376,33.632

36.000,0.014,1.204,0.016,1.266,0.041,3.154,0.349,28.428,0.421,34.053

37.000,0.010,1.214,0.016,1.281,0.050,3.205,0.319,28.748,0.395,34.448

38.000,0.015,1.229,0.012,1.293,0.039,3.244,0.385,29.133,0.451,34.898

39.000,0.013,1.242,0.012,1.305,0.038,3.282,0.400,29.533,0.464,35.362

40.000,0.016,1.258,0.016,1.321,0.040,3.322,0.365,29.898,0.437,35.799

41.000,0.018,1.276,0.014,1.335,0.045,3.367,0.413,30.310,0.490,36.289

42.000,0.016,1.292,0.014,1.350,0.041,3.408,0.296,30.607,0.368,36.657

43.000,0.012,1.304,0.013,1.363,0.039,3.448,0.299,30.906,0.364,37.020

44.000,0.019,1.323,0.013,1.376,0.036,3.484,0.366,31.271,0.434,37.454

45.000,0.014,1.337,0.016,1.392,0.053,3.537,0.345,31.616,0.428,37.882

46.000,0.015,1.352,0.015,1.407,0.041,3.578,0.353,31.969,0.425,38.307

47.000,0.016,1.368,0.015,1.422,0.037,3.615,0.326,32.295,0.394,38.701

48.000,0.011,1.379,0.014,1.436,0.041,3.657,0.402,32.697,0.468,39.169

49.000,0.011,1.390,0.014,1.451,0.049,3.706,0.452,33.149,0.526,39.695

50.000,0.016,1.407,0.013,1.464,0.039,3.745,0.292,33.440,0.360,40.055

51.000,0.015,1.422,0.013,1.477,0.047,3.792,0.321,33.761,0.396,40.451

52.000,0.019,1.441,0.011,1.487,0.041,3.833,0.359,34.120,0.430,40.881

53.000,0.017,1.458,0.016,1.503,0.052,3.885,0.345,34.465,0.430,41.311

54.000,0.011,1.469,0.012,1.516,0.040,3.926,0.309,34.774,0.372,41.684

55.000,0.011,1.480,0.011,1.527,0.038,3.964,0.319,35.093,0.379,42.063

56.000,0.015,1.495,0.012,1.539,0.041,4.004,0.337,35.430,0.405,42.468

57.000,0.014,1.509,0.016,1.555,0.034,4.038,0.352,35.782,0.416,42.884

58.000,0.016,1.525,0.012,1.567,0.040,4.079,0.355,36.138,0.424,43.308

59.000,0.016,1.541,0.012,1.579,0.039,4.118,0.344,36.482,0.412,43.719

60.000,0.015,1.556,0.013,1.592,0.037,4.155,0.296,36.778,0.362,44.081

61.000,0.010,1.566,0.012,1.604,0.041,4.196,0.361,37.139,0.424,44.504

62.000,0.019,1.585,0.015,1.619,0.048,4.244,0.364,37.502,0.446,44.950

63.000,0.015,1.600,0.014,1.633,0.048,4.292,0.397,37.899,0.474,45.424

64.000,0.015,1.615,0.014,1.647,0.042,4.334,0.334,38.233,0.405,45.828

65.000,0.014,1.629,0.013,1.660,0.039,4.373,0.322,38.555,0.388,46.217

66.000,0.013,1.642,0.018,1.678,0.053,4.426,0.394,38.949,0.478,46.695

67.000,0.011,1.653,0.015,1.693,0.039,4.466,0.358,39.307,0.423,47.118

68.000,0.016,1.669,0.015,1.708,0.038,4.504,0.320,39.627,0.389,47.508

69.000,0.012,1.681,0.012,1.720,0.041,4.545,0.412,40.039,0.478,47.985

70.000,0.017,1.698,0.015,1.735,0.056,4.601,0.335,40.374,0.423,48.408

71.000,0.014,1.712,0.015,1.750,0.045,4.646,0.385,40.759,0.459,48.867

72.000,0.013,1.725,0.013,1.764,0.041,4.687,0.395,41.155,0.463,49.330

73.000,0.012,1.737,0.015,1.778,0.040,4.727,0.381,41.535,0.448,49.778

74.000,0.016,1.753,0.014,1.792,0.056,4.784,0.374,41.910,0.461,50.239

75.000,0.016,1.769,0.012,1.805,0.040,4.824,0.350,42.260,0.418,50.657

76.000,0.015,1.784,0.014,1.819,0.042,4.866,0.361,42.621,0.432,51.089

77.000,0.015,1.799,0.012,1.831,0.040,4.906,0.423,43.044,0.491,51.580

78.000,0.017,1.816,0.013,1.844,0.043,4.949,0.317,43.361,0.390,51.971

79.000,0.013,1.829,0.013,1.857,0.049,4.998,0.416,43.778,0.492,52.462

80.000,0.011,1.840,0.015,1.872,0.040,5.038,0.362,44.140,0.428,52.891

81.000,0.013,1.853,0.013,1.885,0.039,5.077,0.372,44.512,0.437,53.328

82.000,0.014,1.867,0.015,1.900,0.045,5.123,0.338,44.850,0.412,53.740

83.000,0.014,1.881,0.016,1.916,0.055,5.178,0.362,45.212,0.447,54.187

84.000,0.015,1.896,0.016,1.932,0.041,5.219,0.419,45.631,0.492,54.678

85.000,0.015,1.911,0.013,1.945,0.042,5.261,0.411,46.042,0.481,55.160

86.000,0.015,1.926,0.013,1.958,0.043,5.304,0.317,46.359,0.388,55.547

87.000,0.013,1.939,0.014,1.972,0.042,5.346,0.364,46.723,0.433,55.981

88.000,0.015,1.954,0.016,1.988,0.044,5.390,0.297,47.020,0.372,56.353

89.000,0.015,1.969,0.017,2.005,0.040,5.430,0.343,47.363,0.415,56.768

90.000,0.017,1.986,0.015,2.020,0.041,5.472,0.314,47.676,0.387,57.155

91.000,0.012,1.998,0.015,2.036,0.038,5.510,0.334,48.011,0.400,57.554

92.000,0.016,2.014,0.015,2.051,0.047,5.557,0.433,48.444,0.512,58.066

93.000,0.015,2.029,0.013,2.064,0.043,5.600,0.329,48.773,0.400,58.466

94.000,0.013,2.042,0.014,2.078,0.040,5.640,0.341,49.113,0.408,58.874

95.000,0.012,2.054,0.013,2.091,0.039,5.679,0.366,49.479,0.430,59.304

96.000,0.019,2.074,0.017,2.108,0.060,5.739,0.348,49.827,0.444,59.747

97.000,0.011,2.085,0.015,2.123,0.042,5.782,0.378,50.205,0.446,60.194

98.000,0.015,2.099,0.015,2.138,0.044,5.826,0.297,50.501,0.371,60.564

99.000,0.013,2.112,0.013,2.151,0.044,5.870,0.321,50.822,0.391,60.955

